path	line	kind	reason	snippet
safe/src/foundation/buf.rs	1758	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	1782	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	1807	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	1832	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe { buf.content.offset_from(buf.contentIO) as ::core::ffi::c_long as size_t };
safe/src/foundation/buf.rs	1834	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	1842	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe { *buf.content.add(buf.use_0) = 0 as xmlChar };
safe/src/foundation/buf.rs	1845	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	rebuf = unsafe {
safe/src/foundation/buf.rs	1852	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	1861	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	buf.content = unsafe { rebuf.add(start_buf) };
safe/src/foundation/buf.rs	1865	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	rebuf = unsafe {
safe/src/foundation/buf.rs	1869	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	rebuf = unsafe {
safe/src/foundation/buf.rs	1876	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	rebuf = unsafe {
safe/src/foundation/buf.rs	1880	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	1894	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	1909	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn xmlBufAdd(
safe/src/foundation/buf.rs	1915	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	if str.is_null() || buf.is_null() || unsafe { (*buf).error } != 0 {
safe/src/foundation/buf.rs	1918	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	if unsafe { (*buf).size != (*buf).compat_size as size_t } {
safe/src/foundation/buf.rs	1919	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let compat_size = unsafe { (*buf).compat_size };
safe/src/foundation/buf.rs	1921	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	1926	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	if unsafe { (*buf).use_0 != (*buf).compat_use as size_t } {
safe/src/foundation/buf.rs	1927	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let compat_use = unsafe { (*buf).compat_use };
safe/src/foundation/buf.rs	1929	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	1934	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	if unsafe { (*buf).alloc as ::core::ffi::c_uint }
safe/src/foundation/buf.rs	1946	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	len = unsafe { xmlStrlen(str) };
safe/src/foundation/buf.rs	1954	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let current_size = unsafe { (*buf).size };
safe/src/foundation/buf.rs	1955	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let current_use = unsafe { (*buf).use_0 };
safe/src/foundation/buf.rs	1963	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	if unsafe { (*buf).alloc as ::core::ffi::c_uint }
safe/src/foundation/buf.rs	1967	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	1977	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	if unsafe { xmlBufResize(buf, needSize) } == 0 {
safe/src/foundation/buf.rs	1978	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	1987	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2010	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn xmlBufAddHead(
safe/src/foundation/buf.rs	2015	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let Some(buf_ref) = (unsafe { buf.as_mut() }) else {
safe/src/foundation/buf.rs	2037	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	len = unsafe { xmlStrlen(str) };
safe/src/foundation/buf.rs	2046	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let start_buf = unsafe {
safe/src/foundation/buf.rs	2050	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2073	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2081	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	if unsafe { xmlBufResize(buf, need_size) } == 0 {
safe/src/foundation/buf.rs	2082	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2091	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2104	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2111	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn xmlBufCat(
safe/src/foundation/buf.rs	2115	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let Some(buf_ref) = (unsafe { buf.as_mut() }) else {
safe/src/foundation/buf.rs	2130	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	return unsafe { xmlBufAdd(buf, str, -(1 as ::core::ffi::c_int)) };
safe/src/foundation/buf.rs	2133	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn xmlBufCCat(
safe/src/foundation/buf.rs	2137	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	return unsafe { xmlBufCat(buf, str as *const xmlChar) };
safe/src/foundation/buf.rs	2140	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn xmlBufWriteCHAR(
safe/src/foundation/buf.rs	2144	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	return unsafe { xmlBufCat(buf, string) };
safe/src/foundation/buf.rs	2147	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn xmlBufWriteChar(
safe/src/foundation/buf.rs	2151	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	return unsafe { xmlBufCCat(buf, string) };
safe/src/foundation/buf.rs	2154	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn xmlBufWriteQuotedString(
safe/src/foundation/buf.rs	2158	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let Some(buf_ref) = (unsafe { buf.as_mut() }) else {
safe/src/foundation/buf.rs	2170	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let has_double_quote = unsafe { !xmlStrchr(string, '"' as i32 as xmlChar).is_null() };
safe/src/foundation/buf.rs	2172	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let has_single_quote = unsafe { !xmlStrchr(string, '\'' as i32 as xmlChar).is_null() };
safe/src/foundation/buf.rs	2174	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2179	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	while unsafe { *cur as ::core::ffi::c_int } != 0 as ::core::ffi::c_int {
safe/src/foundation/buf.rs	2180	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	if unsafe { *cur as ::core::ffi::c_int } == '"' as i32 {
safe/src/foundation/buf.rs	2182	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2190	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2197	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	cur = unsafe { cur.offset(1) };
safe/src/foundation/buf.rs	2200	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	cur = unsafe { cur.offset(1) };
safe/src/foundation/buf.rs	2204	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2212	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2216	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2223	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2232	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn xmlBufFromBuffer(mut buffer: xmlBufferPtr) -> xmlBufPtr {
safe/src/foundation/buf.rs	2233	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let Some(buffer_ref) = (unsafe { buffer.as_ref() }) else {
safe/src/foundation/buf.rs	2236	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let ret = unsafe {
safe/src/foundation/buf.rs	2241	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2249	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let ret_ref = unsafe { &mut *ret };
safe/src/foundation/buf.rs	2262	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn xmlBufBackToBuffer(mut buf: xmlBufPtr) -> xmlBufferPtr {
safe/src/foundation/buf.rs	2263	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let Some(buf_ref) = (unsafe { buf.as_mut() }) else {
safe/src/foundation/buf.rs	2268	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2274	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let ret_ref = unsafe { &mut *ret };
safe/src/foundation/buf.rs	2276	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2285	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2301	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2307	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn xmlBufMergeBuffer(
safe/src/foundation/buf.rs	2311	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let Some(buf_ref) = (unsafe { buf.as_mut() }) else {
safe/src/foundation/buf.rs	2312	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2318	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2325	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let Some(buffer_ref) = (unsafe { buffer.as_ref() }) else {
safe/src/foundation/buf.rs	2326	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2332	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	ret = unsafe {
safe/src/foundation/buf.rs	2340	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2346	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn xmlBufResetInput(
safe/src/foundation/buf.rs	2350	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let Some(input_ref) = (unsafe { input.as_mut() }) else {
safe/src/foundation/buf.rs	2353	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let Some(buf_ref) = (unsafe { buf.as_mut() }) else {
safe/src/foundation/buf.rs	2362	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	input_ref.end = unsafe { buf_ref.content.offset(buf_ref.use_0 as isize) as *mut xmlChar };
safe/src/foundation/buf.rs	2366	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn xmlBufGetInputBase(
safe/src/foundation/buf.rs	2370	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let Some(input_ref) = (unsafe { input.as_ref() }) else {
safe/src/foundation/buf.rs	2373	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let Some(buf_ref) = (unsafe { buf.as_mut() }) else {
safe/src/foundation/buf.rs	2381	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe { input_ref.base.offset_from(buf_ref.content) as ::core::ffi::c_long as size_t };
safe/src/foundation/buf.rs	2383	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/buf.rs	2395	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn xmlBufSetInputBaseCur(
safe/src/foundation/buf.rs	2401	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let Some(input_ref) = (unsafe { input.as_mut() }) else {
safe/src/foundation/buf.rs	2404	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let Some(buf_ref) = (unsafe { buf.as_mut() }) else {
safe/src/foundation/buf.rs	2419	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/chvalid.rs	27	unsafe token	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe impl Sync for _xmlChRangeGroup {}
safe/src/foundation/chvalid.rs	1656	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let nb_short_range = unsafe { (*rptr).nbShortRange };
safe/src/foundation/chvalid.rs	1662	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	sptr = unsafe { (*rptr).shortRange };
safe/src/foundation/chvalid.rs	1665	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let range = unsafe { &*sptr.offset(mid as isize) };
safe/src/foundation/chvalid.rs	1679	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let nb_long_range = unsafe { (*rptr).nbLongRange };
safe/src/foundation/chvalid.rs	1685	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	lptr = unsafe { (*rptr).longRange };
safe/src/foundation/chvalid.rs	1688	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let range = unsafe { &*lptr.offset(mid as isize) };
safe/src/foundation/dict.rs	80	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub type xmlFreeFunc = Option<unsafe extern "C" fn(*mut ::core::ffi::c_void) -> ()>;
safe/src/foundation/dict.rs	82	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub type xmlMallocFunc = Option<unsafe extern "C" fn(size_t) -> *mut ::core::ffi::c_void>;
safe/src/foundation/dict.rs	93	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn xmlInitializeDict() -> ::core::ffi::c_int {
safe/src/foundation/dict.rs	97	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn __xmlInitializeDict() -> ::core::ffi::c_int {
safe/src/foundation/dict.rs	98	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	if unsafe { xmlDictInitialized } != 0 {
safe/src/foundation/dict.rs	101	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let dict_mutex = unsafe { xmlNewRMutex() };
safe/src/foundation/dict.rs	105	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/dict.rs	116	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn __xmlRandom() -> ::core::ffi::c_int {
safe/src/foundation/dict.rs	118	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	if unsafe { xmlDictInitialized } == 0 as ::core::ffi::c_int {
safe/src/foundation/dict.rs	119	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe { __xmlInitializeDict() };
safe/src/foundation/dict.rs	121	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/dict.rs	129	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pub unsafe extern "C" fn xmlDictCleanup() {
safe/src/foundation/dict.rs	130	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	if unsafe { xmlDictInitialized } == 0 {
safe/src/foundation/dict.rs	133	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/dict.rs	138	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe extern "C" fn xmlDictAddString(
safe/src/foundation/dict.rs	148	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pool = unsafe { (*dict).strings };
safe/src/foundation/dict.rs	155	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe { (*pool).end.offset_from((*pool).free) as ::core::ffi::c_long as size_t };
safe/src/foundation/dict.rs	160	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let pool_size = unsafe { (*pool).size };
safe/src/foundation/dict.rs	165	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pool = unsafe { (*pool).next };
safe/src/foundation/dict.rs	170	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let dict_limit = unsafe { (*dict).limit };
safe/src/foundation/dict.rs	182	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pool = unsafe {
safe/src/foundation/dict.rs	190	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/dict.rs	205	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/dict.rs	220	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe extern "C" fn xmlDictAddQString(
safe/src/foundation/dict.rs	232	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	return unsafe { xmlDictAddString(dict, name, namelen) };
safe/src/foundation/dict.rs	234	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pool = unsafe { (*dict).strings };
safe/src/foundation/dict.rs	241	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe { (*pool).end.offset_from((*pool).free) as ::core::ffi::c_long as size_t };
safe/src/foundation/dict.rs	250	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let pool_size = unsafe { (*pool).size };
safe/src/foundation/dict.rs	255	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pool = unsafe { (*pool).next };
safe/src/foundation/dict.rs	260	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let dict_limit = unsafe { (*dict).limit };
safe/src/foundation/dict.rs	282	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	pool = unsafe {
safe/src/foundation/dict.rs	290	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/dict.rs	305	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	let ret = unsafe { (*pool).free as *const xmlChar };
safe/src/foundation/dict.rs	306	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/dict.rs	329	unsafe extern fn	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe extern "C" fn xmlDictComputeBigKey(
safe/src/foundation/dict.rs	342	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	hash = hash.wrapping_add(unsafe { *data.offset(i as isize) as uint32_t });
safe/src/foundation/dict.rs	354	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe { *ptr.offset(index as isize) as ::core::ffi::c_ulong }
safe/src/foundation/dict.rs	358	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe { dict.dict.offset(key as isize) as xmlDictEntryPtr }
safe/src/foundation/dict.rs	362	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe { (*entry).next as xmlDictEntryPtr }
safe/src/foundation/dict.rs	366	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe { (*entry).valid != 0 as ::core::ffi::c_int }
safe/src/foundation/dict.rs	370	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe { (*entry).name }
safe/src/foundation/dict.rs	379	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/dict.rs	397	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe {
safe/src/foundation/dict.rs	411	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe { xmlDictComputeFastKey(name, len, seed) }
safe/src/foundation/dict.rs	413	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe { xmlDictComputeBigKey(name, len, seed) as ::core::ffi::c_ulong }
safe/src/foundation/dict.rs	428	unsafe block	core foundational modules still implement the libxml C ABI with raw pointers, mutable globals, allocator callbacks, and layout-dependent state	unsafe { xmlDictComputeFastQKey(prefix, plen, name, len, seed) }
